DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,PSUN,SNOW,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WSF1,WSF2,WSF5,WSFG,WSFM
1950-06,,137,136,9,4,0,0,0,0,0,29,4,50,0,0,0.44,93,5604,14,1.1,,0,69.1,79.4,58.7,,,,,225,,,,,46.1,
1950-07,,400,264,10,3,0,0,0,0,0,31,4,56,0,0,0.98,93,0,0,1.45,,0,73.5,82.5,64.5,,,,,315,,,,,34,
1950-08,,586,186,9,5,0,0,0,0,0,28,0,56,0,0,1.32,87,5,5,3.14,,0,70.8,78.9,62.8,,,,,225,,,,,33.1,
1950-09,,636,50,8,5,0,0,0,0,0,14,0,38,0,0,0.22,86,161,156,0.89,,0,61.5,69.3,53.6,,,,,45,,,,,61.1,
1950-10,,655,18,5,3,0,0,0,0,0,7,0,33,0,0,1.28,85,448,287,1.99,,0,56.3,64.4,48.3,,,,,315,,,,,40,
1950-11,,656,1,10,7,0,0,0,3,0,1,0,27,0,0,2.04,83,967,519,6.17,,0,47.7,55.5,40,,,,,113,,,,,85.9,
1950-12,,656,0,10,7,3,1,0,21,4,0,0,4,2,1.7,1.18,63,1880,913,3.37,,2.7,35.5,42,29,,,,,315,,,,,45,
1951-01,,0,0,11,8,9,4,0,23,7,0,0,1,6,6.3,0.96,61,2842,961,4.04,,14,34,41.9,26,,,,,293,,,,,46.1,
1951-02,,0,0,16,6,6,3,0,18,4,0,0,8,5,4.8,0.95,66,3690,848,3.71,,9.2,34.7,43,26.4,,,,,225,,,,,55.9,
1951-03,,0,0,18,9,1,2,0,10,0,0,0,21,2,1.9,1.03,65,4495,805,4.42,,3.9,39,45.3,32.8,,,,,45,,,,,45,
1951-04,,0,0,12,5,0,0,0,0,0,3,0,37,0,0,1.38,74,4916,421,3.07,,0,51,59.1,42.8,,,,,225,,,,,50.1,
1951-05,,36,36,12,9,0,0,0,0,0,13,1,41,0,0,1.73,91,5136,220,4.81,,0,59.1,68.4,49.8,,,,,360,,,,,42.9,
1951-06,,134,97,10,6,0,0,0,0,0,20,1,51,0,0,1.64,91,5204,68,4.31,,0,66,73.9,58,,,,,315,,,,,42.1,
1951-07,,412,278,10,5,0,0,0,0,0,30,3,60,0,0,0.68,92,0,0,2.13,,0,74,82.5,65.4,,,,,315,,,,,36,
1951-08,,591,179,9,5,0,0,0,0,0,30,0,54,0,0,1.34,89,4,4,3.23,,0,70.6,78.8,62.5,,,,,315,,,,,47,
1951-09,,675,83,7,5,0,0,0,0,0,24,1,39,0,0,0.59,90,72,68,2,,0,65.5,74.1,57,,,,,360,,,,,44.1,
1951-10,,675,0,13,7,0,0,0,0,0,4,0,37,0,0,1.06,72,389,318,3.98,,0,54.8,61.7,47.8,,,,,90,,,,,38.9,
1951-11,,675,0,12,8,0,0,0,13,1,1,0,16,0,0,1.54,71,1062,673,6.6,,0,42.6,50.4,34.8,,,,,,,,,,,
1951-12,,675,0,11,10,8,3,0,19,8,0,0,9,2,3,1.44,64,1993,931,4.69,,8.4,35,42.5,27.5,,,,,,,,,,,
1952-01,,0,0,17,9,14,5,0,25,5,0,0,1,3,4.7,1.06,55,2998,1005,4.31,,10.7,32.6,40.4,24.8,,,,,315,,,,,50.1,
1952-02,,0,0,15,8,11,3,0,24,4,0,0,14,7,4.5,1.6,52,3940,942,4.7,,11.4,32.5,38.9,26.1,,,,,360,,,,,65.1,
1952-03,,0,0,11,7,5,0,0,13,2,0,0,17,5,0.6,1.28,63,4803,863,4.41,,1.4,37.2,43.1,31.2,,,,,45,,,,,49,
1952-04,,1,1,11,7,0,0,0,0,0,5,0,34,0,0,1.84,80,5241,437,4.42,,0,50.4,58.2,42.7,,,,,248,,,,,46.1,
1952-05,,4,2,12,8,0,0,0,0,0,6,0,39,0,0,1.39,82,5486,245,3.57,,0,57.2,65.1,49.2,,,,,225,,,,,51.9,
1952-06,,177,174,12,7,0,0,0,0,0,29,2,55,0,0,0.67,100,5490,4,3.26,,0,70.6,79.8,61.5,,,,,225,,,,,45,
1952-07,,564,387,6,2,0,0,0,0,0,30,12,56,0,0,0.17,100,0,0,0.52,,0,77.5,86.8,68.2,,,,,338,,,,,46.1,
1952-08,,792,228,12,9,0,0,0,0,0,31,1,54,0,0,2.49,91,3,3,6.87,,0,72.2,80.3,64.2,,,,,338,,,,,38,
1952-09,,898,106,8,4,0,0,0,0,0,20,2,46,0,0,0.54,90,69,66,1.13,,0,66.3,75,57.6,,,,,203,,,,,40.9,
1952-10,,900,2,7,4,0,0,0,1,0,4,0,31,0,0,0.54,78,444,375,1.61,,0,53,61.9,44.1,,,,,315,,,,,42.1,
1952-11,,900,0,7,5,0,0,0,8,0,2,0,28,0,0,1.14,71,1048,604,1.72,,0,44.9,51.2,38.6,,,,,90,,,,,42.1,
1952-12,,900,0,8,6,1,1,0,17,2,0,0,9,1,1.6,0.99,52,1958,910,4.09,,2.4,35.6,41.4,29.9,,,,,,,,,,,
1953-01,,0,0,15,9,10,3,0,24,4,0,0,15,6,8.4,1.96,58,2897,939,6.28,,13.7,34.7,41.4,28,,,,,180,,,,,55,
1953-02,,0,0,12,5,11,3,0,22,2,0,0,10,4,5.8,1.56,60,3737,840,4.14,,11.4,35,42.4,27.6,,,,,293,,,,,57.9,
1953-03,,0,0,14,11,0,0,0,11,3,0,0,10,0,0.1,2.53,69,4542,805,11.01,,0.2,39,45.8,32.3,,,,,270,,,,,48.1,
1953-04,,0,0,18,14,1,1,0,2,0,2,0,32,2,1.6,1.76,71,5025,483,6.04,,2.2,48.9,55.7,42.1,,,,,293,,,,,48.1,
1953-05,,15,15,11,7,0,0,0,0,0,11,0,39,0,0,1.45,86,5245,219,5.05,,0,58.4,66.7,50.1,,,,,315,,,,,49,
1953-06,,212,197,6,1,0,0,0,0,0,27,6,49,0,0,0.26,98,5278,33,0.48,,0,70.5,80.5,60.5,,,,,225,,,,,42.9,
1953-07,,468,256,9,4,0,0,0,0,0,29,4,57,0,0,1.16,96,3,3,2.77,,0,73.2,82,64.3,,,,,293,,,,,42.9,
1953-08,,686,218,6,4,0,0,0,0,0,31,4,55,0,0,0.93,98,5,2,1.81,,0,72,80.9,63.1,,,,,315,,,,,47,
1953-09,,800,114,9,4,0,0,0,0,0,22,1,40,0,0,1.04,100,79,74,2.5,,0,66.3,75,57.6,,,,,293,,,,,42.9,
1953-10,,808,8,12,7,0,0,0,0,0,9,0,38,0,0,1.39,80,362,282,4.92,,0,56.2,64.1,48.2,,,,,45,,,,,47,
1953-11,,808,0,7,4,0,0,0,3,0,4,0,30,0,0,2.54,74,855,493,7.67,,0,48.6,55.8,41.3,,,,,45,,,,,78.1,
1953-12,,808,0,11,8,0,0,0,12,4,0,0,12,0,0,1.68,64,1626,771,5.09,,0,40.1,48.1,32.2,,,,,315,,,,,53.9,
1954-01,,0,0,18,7,17,6,0,28,13,0,0,3,11,4.8,0.65,53,2837,1211,3.26,,19.1,25.9,33.4,18.4,,,,,315,,,,,49,
1954-02,,0,0,15,7,2,0,1,15,3,0,0,-1,1,0.5,0.81,61,3638,801,3.38,,2,36.4,43.9,28.9,,,,,45,,,,,47,
1954-03,,0,0,10,5,0,0,0,18,0,1,0,21,0,0.3,0.95,70,4451,813,3.33,,0.4,38.8,46.7,30.9,,,,,180,,,,,51.9,
1954-04,,4,4,10,9,1,1,0,4,0,6,0,17,2,2.1,2.47,85,4903,452,5.25,,2.1,50.1,59.9,40.3,,,,,315,,,,,51.9,
1954-05,,27,23,18,11,0,0,0,0,0,10,0,42,0,0,4.47,85,5196,293,13.38,,0,56.3,63.3,49.3,,,,,45,,,,,50.1,
1954-06,,139,112,12,6,0,0,0,0,0,18,3,49,0,0,0.78,93,5260,64,2.79,,0,66.6,74.2,59,,,,,203,,,,,44.1,
1954-07,,360,221,13,6,0,0,0,0,0,30,4,59,0,0,0.86,95,0,0,2.5,,0,72.1,80.4,63.9,,,,,360,,,,,47,
1954-08,,529,169,11,6,0,0,0,0,0,28,2,52,0,0,2.58,92,11,11,5.64,,0,70.1,78.4,61.8,,,,,135,,,,,100,
1954-09,,586,57,14,9,0,0,0,0,0,14,0,47,0,0,5.63,84,122,111,8.31,,0,63.2,70.4,55.9,,,,,315,,,,,87,
1954-10,,642,56,10,5,0,0,0,0,0,11,1,37,0,0,1.35,90,376,254,3.59,,0,58.6,66.4,50.8,,,,,45,,,,,42.1,
1954-11,,642,0,15,9,0,0,0,4,0,0,0,28,0,0,1.75,66,995,619,5.53,,0,44.4,51.3,37.4,,,,,113,,,,,49,
1954-12,,642,0,13,8,10,2,0,22,7,0,0,16,6,6,1.35,57,1945,950,5.4,,10.3,34.4,41.2,27.5,,,,,90,,,,,50.1,
1955-01,,0,0,6,2,0,0,0,30,11,0,0,10,0,0.3,0.62,45,3077,1132,0.93,,1,28.5,34.7,22.2,,,,,293,,,,,66.7,
1955-02,,0,0,11,7,7,2,1,19,6,0,0,-1,4,3.8,1.67,57,4001,924,4.11,,6.6,32,39.1,24.9,,,,,180,,,,,56.4,
1955-03,,0,0,13,9,6,2,0,16,2,0,0,17,3,4.2,1.72,63,4850,849,5.43,,7,37.6,44.8,30.4,,,,,248,,,,,57.5,
1955-04,,1,1,13,8,0,0,0,0,0,5,0,33,0,0.4,1.26,78,5326,475,4.11,,0.4,49.2,56.2,42.2,,,,,45,,,,,55.3,
1955-05,,68,67,9,3,0,0,0,0,0,20,0,42,0,0,0.29,89,5462,136,1,,0,62.8,73.2,52.3,,,,,293,,,,,44.7,
1955-06,,198,130,13,6,0,0,0,0,0,21,4,50,0,0,1.96,92,5538,76,3.53,,0,66.8,75.1,58.5,,,,,293,,,,,36.7,
1955-07,,575,377,9,6,0,0,0,0,0,30,14,59,0,0,2.39,98,0,0,4.28,,0,77.2,86.4,67.9,,,,,45,,,,,52.8,
1955-08,,875,300,10,8,0,0,0,0,0,31,9,54,0,0,7.06,100,5,5,17.09,,0,74.5,82.5,66.6,,,,,68,,,,,55.3,
1955-09,,947,71,8,4,0,0,0,0,0,19,1,43,0,0,1.25,90,93,88,2.41,,0,64.4,73.1,55.8,,,,,315,,,,,44.7,
1955-10,,953,6,13,10,0,0,0,0,0,5,0,34,0,0,2.49,82,405,312,6.94,,0,55.1,62.3,47.9,,,,,293,,,,,50.6,
1955-11,,953,0,12,8,2,1,0,10,0,0,0,22,2,2.3,2.18,60,1098,693,5.68,,2.5,41.9,47.4,36.4,,,,,270,,,,,52.8,
1955-12,,953,0,7,1,3,0,2,28,13,0,0,-2,1,0.8,0.9,48,2289,1190,1.04,,1.9,26.6,33.2,20,,,,,293,,,,,48.3,
1956-01,,0,0,13,11,11,1,0,24,6,0,0,5,6,6.1,1.52,44,3355,1066,6.99,,7.8,30.6,35.7,25.5,,,,,45,,,,,58.6,
1956-02,,0,0,14,9,12,4,0,20,7,0,0,9,5,6.7,0.74,53,4297,942,4.36,,14.6,32.5,38.8,26.2,,,,,248,,,,,68.9,
1956-03,,0,0,15,10,19,7,0,21,5,0,0,13,18,13.2,1.25,52,5272,975,5.4,,31.2,33.5,39.6,27.5,,,,,45,,,,,58.6,
1956-04,,0,0,14,8,3,1,0,2,0,1,0,32,2,3.1,0.83,83,5856,583,2.94,,3.2,45.6,53.1,37.9,,,,,68,,,,,67.8,
1956-05,,15,15,16,7,0,0,0,0,0,8,1,34,0,0,0.54,93,6168,312,1.85,,0,55.4,65.6,45.3,,,,,315,,,,,49.4,
1956-06,,187,172,6,2,0,0,0,0,0,23,5,47,0,0,1.11,97,6223,56,2.04,,0,68.9,78.1,59.6,,,,,293,,,,,83.9,
1956-07,,412,224,9,7,0,0,0,0,0,27,1,55,0,0,1.04,93,16,16,3.32,,0,71.7,79.7,63.7,,,,,270,,,,,42.5,
1956-08,,632,220,10,4,0,0,0,0,0,27,4,56,0,0,0.58,93,25,8,1.46,,0,71.8,80.3,63.4,,,,,293,,,,,71.4,
1956-09,,694,62,13,8,0,0,0,0,0,11,0,41,0,0,1.29,86,204,179,5.07,,0,61.1,68.1,54.1,,,,,315,,,,,55.3,
1956-10,,701,7,5,5,0,0,0,0,0,6,0,35,0,0,2.33,87,541,337,4.39,,0,54.3,62.3,46.3,,,,,23,,,,,43.6,
1956-11,,701,0,10,4,0,0,0,8,0,3,0,20,0,0.6,1.64,71,1109,568,3.46,,0.6,46.1,53.9,38.2,,,,,203,,,,,62.2,
1956-12,,701,0,17,12,6,5,0,21,2,0,0,8,5,5,1.29,62,2009,900,6.13,,15.4,36,43.2,28.7,,,,,315,,,,,56.4,
1957-01,,0,0,10,5,25,5,2,29,15,0,0,-12,12,9.5,0.72,58,3300,1291,2.47,,20.6,23.4,31.6,15.1,,,,,293,,,,,56.4,
1957-02,,0,0,9,5,3,1,0,24,4,0,0,13,3,1.5,0.43,68,4150,850,1.34,,2.8,34.6,42,27.3,,,,,293,,,,,46.1,
1957-03,,0,0,8,7,4,3,0,15,0,0,0,20,5,6.4,0.91,63,4955,805,3.38,,11.5,39,45.8,32.3,,,,,315,,,,,55.3,
1957-04,,7,7,9,6,0,0,0,4,0,4,0,31,0,0.7,1.68,88,5432,477,3.79,,1.1,49.4,58,40.7,,,,,270,,,,,55.3,
1957-05,,54,46,12,10,0,0,0,0,0,15,0,37,0,0,0.9,89,5638,206,3.63,,0,59.8,69,50.7,,,,,248,,,,,51.7,
1957-06,,265,211,7,5,0,0,0,0,0,27,5,51,0,0,0.52,95,5660,22,1.62,,0,71.3,81,61.5,,,,,248,,,,,44.7,
1957-07,,546,282,8,2,0,0,0,0,0,31,4,58,0,0,0.3,98,0,0,0.64,,0,74.1,82.9,65.3,,,,,270,,,,,49.4,
1957-08,,689,143,7,4,0,0,0,0,0,26,1,52,0,0,0.66,96,9,9,1.71,,0,69.3,77.6,61.1,,,,,315,,,,,33.3,
1957-09,,816,127,8,1,0,0,0,0,0,25,1,40,0,0,0.16,93,68,59,0.36,,0,67.3,75.9,58.6,,,,,338,,,,,42.5,
1957-10,,817,1,9,7,0,0,0,0,0,7,0,35,0,0,0.79,78,393,325,2.67,,0,54.5,62.4,46.7,,,,,360,,,,,38,
1957-11,,817,0,14,10,0,0,0,5,0,1,0,17,0,0.1,1.42,70,930,537,5.76,,0.1,47.1,54,40.2,,,,,203,,,,,43.6,
1957-12,,817,0,10,7,0,0,0,14,1,0,0,17,0,0,1.9,63,1707,776,6.58,,0,40,46.7,33.2,,,,,180,,,,,58.6,
1958-01,,0,0,17,11,9,3,0,20,8,0,0,4,3,3.1,1.79,53,2762,1055,9.55,,6.6,31,37.2,24.7,,,,,360,,,,,51.7,
1958-02,,0,0,10,4,14,2,1,27,12,0,0,-4,19,19.3,2.64,45,3868,1107,5.88,,24,25.5,31.9,19,,,,,90,,,,,51.7,
1958-03,,0,0,12,6,3,4,0,8,0,0,0,27,3,4.2,1.93,58,4673,804,4.48,,12,39.1,43.7,34.4,,,,,68,,,,,54.1,
1958-04,,0,0,12,11,0,1,0,1,0,1,0,30,0,2.1,1.6,78,5161,488,7.82,,2.1,48.7,56.3,41.2,,,,,45,,,,,42.5,
1958-05,,9,9,15,8,0,0,0,0,0,10,0,39,0,0,0.97,80,5431,270,4.45,,0,56.6,64.5,48.6,,,,,270,,,,,38,
1958-06,,68,59,10,6,0,0,0,0,0,21,0,48,0,0,0.85,89,5524,92,2.97,,0,63.9,71.6,56.2,,,,,315,,,,,50.6,
1958-07,,303,235,18,11,0,0,0,0,0,27,4,58,0,0,1.08,93,6,6,3.91,,0,72.4,79.9,64.9,,,,,293,,,,,36.7,
1958-08,,534,231,18,12,0,0,0,0,0,29,1,56,0,0,1.18,90,9,3,5.37,,0,72.4,80.9,63.8,,,,,338,,,,,66.7,
1958-09,,609,75,9,9,0,0,0,0,0,19,0,46,0,0,2.07,89,96,88,7.51,,0,64.6,72.9,56.3,,,,,315,,,,,34.4,
1958-10,,620,11,9,6,0,0,0,0,0,4,0,33,0,0,1.29,82,491,394,4.63,,0,52.6,59.9,45.3,,,,,338,,,,,49.4,
1958-11,,620,0,12,5,0,0,0,7,0,0,0,18,0,0.1,0.81,67,1045,554,3.36,,0.1,46.5,54,39.1,,,,,203,,,,,62.2,
1958-12,,620,0,7,4,11,2,0,28,17,0,0,6,2,2,1.22,54,2243,1198,1.78,,4.6,26.3,33.4,19.3,,,,,270,,,,,51.7,
1959-01,,0,0,10,4,3,1,0,26,11,0,0,2,1,1.5,1,62,3367,1125,2.72,,4.1,28.7,36.6,20.8,,,,,315,,,,,55.3,
1959-02,,0,0,11,8,8,4,1,24,9,0,0,0,4,3.9,0.77,54,4439,1072,3.45,,10.7,26.7,35.4,18,,,,,293,,,,,46.1,
1959-03,,0,0,15,11,10,4,0,19,3,1,0,18,5,6.4,1.4,70,5309,869,5.81,,14.7,36.9,44.6,29.3,,,,,203,,,,,52.8,
1959-04,,0,0,13,9,0,0,0,0,0,4,0,33,0,0,0.78,75,5791,483,4.44,,0,48.9,56.9,41,,,,,180,,,,,41.4,
1959-05,,74,74,13,4,0,0,0,0,0,19,3,42,0,0,0.42,93,5940,149,1.24,,0,62.6,72.7,52.5,,,,,360,,,,,38,
1959-06,,159,85,15,13,0,0,0,0,0,18,2,47,0,0,1.81,96,6037,96,8.63,,0,64.6,72.8,56.5,,,,,315,,,,,44.7,
1959-07,,461,301,11,7,0,0,0,0,0,29,4,59,0,0,2.36,92,1,1,8.12,,0,74.7,83.3,66.1,,,,,45,,,,,28.9,
1959-08,,751,290,12,9,0,0,0,0,0,27,11,55,0,0,0.94,96,9,8,2.93,,0,74.1,81.8,66.4,,,,,315,,,,,28.9,
1959-09,,924,174,6,2,0,0,0,0,0,23,2,44,0,0,0.32,92,91,81,0.63,,0,68.1,76.5,59.7,,,,,338,,,,,26.4,
1959-10,,942,17,17,10,0,0,0,0,0,8,0,33,0,0,1.2,85,417,326,4.61,,0,55,62.2,47.9,,,,,338,,,,,54.1,
1959-11,,942,0,14,8,0,0,0,7,0,3,0,22,0,0.5,0.97,73,1035,618,4.2,,0.6,44.4,52,36.8,,,,,225,,,,,54.1,
1959-12,,942,0,9,6,4,2,0,18,4,0,0,12,2,2.6,1.18,61,1926,891,4.64,,5.5,36.2,42.4,30.1,,,,,225,,,,,56.4,
1960-01,,0,0,10,6,14,4,0,29,3,0,0,9,4,3.3,0.92,57,2983,1057,3.05,,10.2,30.9,37.1,24.8,,,,,225,,,,,62.2,
1960-02,,0,0,11,6,2,0,0,23,2,0,0,20,1,0.7,1.34,56,3845,862,4.85,,2.3,35.3,42.1,28.4,,,,,90,,,,,59.7,
1960-03,,0,0,7,4,14,3,0,24,6,0,0,10,19,11.4,1.22,62,4846,1001,3.23,,22.4,32.7,39.6,25.8,,,,,45,,,,,57.5,
1960-04,,0,0,14,7,0,0,0,1,0,3,0,31,0,0,1.38,78,5346,501,3.52,,0,48.3,56.3,40.3,,,,,293,,,,,47.2,
1960-05,,8,8,13,10,0,0,0,0,0,11,0,43,0,0,1.02,83,5519,172,3.8,,0,59.7,67.4,52,,,,,270,,,,,31.1,
1960-06,,179,171,10,4,0,0,0,0,0,25,2,51,0,0,2.46,91,5553,34,3.46,,0,69.6,78.1,61,,,,,270,,,,,39.1,
1960-07,,430,251,11,8,0,0,0,0,0,31,2,59,0,0,2.05,92,0,0,5.18,,0,73.1,81.9,64.3,,,,,270,,,,,38,
1960-08,,661,231,7,5,0,0,0,0,0,27,2,55,0,0,0.67,93,6,6,1.65,,0,72.2,80.1,64.4,,,,,248,,,,,34.4,
1960-09,,729,69,9,5,0,0,0,0,0,12,2,48,0,0,2.95,93,114,107,5.97,,0,63.7,70.5,56.9,,,,,180,,,,,79.4,
1960-10,,729,0,8,4,0,0,0,1,0,5,0,31,0,0,1.14,76,459,345,2.48,,0,53.9,61.8,45.9,,,,,225,,,,,40.3,
1960-11,,729,0,6,4,0,0,0,3,0,0,0,28,0,0,1.07,67,969,510,2.49,,0,48,55.4,40.6,,,,,293,,,,,39.1,
1960-12,,729,0,8,4,20,2,0,28,9,0,0,7,13,13,1.81,57,2071,1102,4.83,,16.9,29.4,37.1,21.8,,,,,45,,,,,49.4,
1961-01,,0,0,8,4,17,3,0,29,19,0,0,4,13,11.8,1.22,56,3313,1241,2.93,,18.7,25,32.2,17.7,,,,,23,,,,,46.1,
1961-02,,0,0,9,6,19,1,2,21,7,0,0,-4,18,14.4,2.55,65,4249,936,4.94,,14.9,31.6,39.3,23.8,,,,,68,,,,,52.8,
1961-03,,0,0,12,9,5,5,0,20,2,0,0,16,1,2.9,1.31,65,5123,874,4.72,,9,36.8,44,29.6,,,,,315,,,,,48.3,
1961-04,,0,0,14,8,0,1,0,2,0,1,0,32,0,1.4,1.63,71,5716,593,6.59,,2,45.2,52.2,38.3,,,,,68,,,,,44.7,
1961-05,,24,24,11,10,0,0,0,0,0,12,0,38,0,0,1.48,88,6010,294,4.52,,0,56.3,64.4,48.2,,,,,270,,,,,47.2,
1961-06,,164,140,8,6,0,0,0,0,0,28,2,49,0,0,0.42,95,6033,23,1.68,,0,68.9,78.5,59.3,,,,,203,,,,,39.1,
1961-07,,392,228,10,7,0,0,0,0,0,26,5,57,0,0,0.76,91,6,6,3.29,,0,72.1,80,64.3,,,,,315,,,,,40.3,
1961-08,,627,235,8,5,0,0,0,0,0,29,3,55,0,0,1.64,92,10,4,3.18,,0,72.5,80.7,64.3,,,,,203,,,,,34.4,
1961-09,,800,173,6,4,0,0,0,0,0,23,4,46,0,0,2.9,94,65,55,7.05,,0,68.9,76.8,61.1,,,,,45,,,,,57.5,
1961-10,,814,13,12,5,0,0,0,0,0,11,0,35,0,0,1.48,81,319,254,2.47,,0,57.3,65,49.5,,,,,68,,,,,48.3,
1961-11,,816,2,12,8,1,0,0,8,0,2,0,27,1,0.6,0.96,76,932,613,3.19,,0.9,44.6,50.6,38.6,,,,,338,,,,,47.2,
1961-12,,816,0,12,8,9,3,0,25,5,0,0,11,8,7.5,0.88,57,1930,998,3.37,,11.5,32.8,38.5,27.1,,,,,293,,,,,62.2,
1962-01,,0,0,9,6,6,2,0,26,11,0,0,6,2,1.5,1.34,56,3056,1126,3.11,,2.5,28.7,36.7,20.7,,,,,315,,,,,59.7,
1962-02,,0,0,14,7,22,7,1,26,10,0,0,-1,11,8.2,1.1,61,4128,1072,4.16,,28.7,26.7,34.6,18.8,,,,,68,,,,,52.8,
1962-03,,0,0,9,3,12,0,0,13,2,2,0,7,5,0.5,0.94,75,4950,822,1.48,,1.1,38.5,45.3,31.6,,,,,68,,,,,55.3,
1962-04,,4,4,11,8,0,0,0,3,0,6,1,31,0,0.1,2.02,91,5424,474,3.86,,0.1,49.3,59,39.7,,,,,270,,,,,60.8,
1962-05,,39,35,11,4,0,0,0,0,0,11,1,40,0,0,0.96,91,5701,277,1.87,,0,57.2,65.7,48.7,,,,,293,,,,,52.8,
1962-06,,177,138,10,8,0,0,0,0,0,23,3,51,0,0,0.81,92,5737,36,2.33,,0,68.4,77.5,59.2,,,,,270,,,,,51.7,
1962-07,,349,171,8,5,0,0,0,0,0,27,0,55,0,0,0.85,89,6,6,1.61,,0,70.3,78.3,62.3,,,,,225,,,,,44.7,
1962-08,,516,167,10,6,0,0,0,0,0,26,0,55,0,0,1.69,89,21,14,3.72,,0,69.9,77.6,62.3,,,,,360,,,,,50.6,
1962-09,,564,48,10,5,0,0,0,0,0,19,0,41,0,0,2.37,86,131,110,4.11,,0,62.9,71,54.8,,,,,45,,,,,55.3,
1962-10,,567,3,13,6,0,0,0,1,0,7,0,31,0,0,3,79,471,340,8.69,,0,54.1,61.4,46.8,,,,,180,,,,,43.6,
1962-11,,567,0,9,6,1,0,0,10,0,0,0,27,1,0.6,1.14,62,1171,700,3.81,,0.9,41.7,48.2,35.1,,,,,315,,,,,50.6,
1962-12,,567,0,10,6,2,2,2,22,10,0,0,-4,3,3.6,1.52,64,2256,1084,4.53,,5.3,30,37.4,22.6,,,,,315,,,,,65.5,
1963-01,,0,0,11,6,7,1,0,27,10,0,0,4,4,5,0.84,54,3358,1102,3.13,,6.5,29.4,36.5,22.4,,,,,315,,,,,56.4,
1963-02,,0,0,8,4,13,1,1,28,11,0,0,-3,3,3.2,1.03,49,4452,1095,2.6,,4.6,25.9,34.4,17.4,,,,,315,,,,,46.1,
1963-03,,0,0,13,8,8,4,0,19,2,2,0,21,9,5,1.29,78,5257,805,4.39,,13.6,39,46.2,31.9,,,,,270,,,,,57.5,
1963-04,,0,0,7,5,0,0,0,2,0,3,0,28,0,0,0.51,75,5741,484,1.49,,0,48.9,57.8,39.9,,,,,315,,,,,75.8,
1963-05,,29,29,9,7,0,0,0,0,0,15,0,36,0,0,0.76,88,5944,203,2.86,,0,59.4,69.3,49.5,,,,,270,,,,,51.7,
1963-06,,202,173,11,5,0,0,0,0,0,26,4,49,0,0,0.69,95,5984,40,1.92,,0,69.4,79.2,59.7,,,,,270,,,,,41.4,
1963-07,,503,301,6,5,0,0,0,0,0,29,10,55,0,0,0.51,98,1,1,1.72,,0,74.7,83.6,65.7,,,,,315,,,,,46.1,
1963-08,,674,171,11,8,0,0,0,0,0,30,1,54,0,0,0.41,91,5,3,1.68,,0,70.4,79.2,61.6,,,,,,,,,,,
1963-09,,714,40,10,6,0,0,0,0,0,15,0,39,0,0,1.46,87,169,164,3.06,,0,60.8,68.8,52.8,,,,,,,,,,,
1963-10,,761,47,4,2,0,0,0,0,0,17,1,35,0,0,1.04,90,373,203,1.25,,0,60,69.9,50.1,,,,,,,,,,,
1963-11,,761,0,12,9,0,0,0,2,0,1,0,30,0,0,2.34,71,875,503,7.74,,0,48.2,54.6,41.9,,,,,,,,,,,
1963-12,,761,0,11,9,19,6,0,30,19,0,0,3,7,4.8,0.66,52,2090,1215,3.03,,17.8,25.8,31.4,20.3,,,,,,,,,,,
1964-01,,0,0,10,7,16,2,0,23,6,0,0,10,9,8.6,1.09,55,3123,1033,4.56,,14.4,31.7,38.6,24.7,,,,,,,,,,,
1964-02,,0,0,11,8,20,4,0,26,9,0,0,13,13,9.1,1.32,47,4165,1042,4.67,,23.1,29.1,36.1,22,,,,,,,,,,,
1964-03,,0,0,12,6,8,2,0,19,1,1,0,19,4,4.5,1.44,72,4981,817,3.49,,7.7,38.7,45.8,31.6,,,,,,,,,,,
1964-04,,0,0,12,8,0,0,0,5,0,2,0,24,0,0,1.03,82,5548,567,3.7,,0,46.1,53.7,38.6,,,,,,,,,,,
1964-05,,47,47,5,2,0,0,0,0,0,18,2,38,0,0,0.37,93,5743,195,0.54,,0,60.3,70.4,50.1,,,,,,,,,,,
1964-06,,167,120,11,4,0,0,0,0,0,23,2,49,0,0,0.87,94,5802,59,1.91,,0,67,76.4,57.6,,,,,270,,,,,46.1,
1964-07,,384,217,11,4,0,0,0,0,0,26,5,57,0,0,1.18,97,16,16,3.13,,0,71.5,79.5,63.4,,,,,360,,,,,56.4,
1964-08,,458,74,12,4,0,0,0,0,0,27,0,52,0,0,0.7,85,45,30,1.79,,0,66.4,74.5,58.3,,,,,315,,,,,41.4,
1964-09,,510,52,8,5,0,0,0,0,0,16,0,42,0,0,0.72,87,188,142,2.65,,0,62,70,54,,,,,225,,,,,42.5,
1964-10,,510,0,10,5,0,0,0,0,0,7,0,34,0,0,0.89,77,575,388,2.83,,0,52.5,61,44,,,,,45,,,,,43.6,
1964-11,,510,0,10,4,0,0,0,7,0,0,0,24,0,0,1.1,68,1204,628,2.19,,0,44.1,51.3,36.8,,,,,315,,,,,47.2,
1964-12,,510,0,15,8,9,2,0,24,11,0,0,12,4,5.4,1.71,60,2214,1010,5.08,,12.2,32.4,38.9,25.9,,,,,315,,,,,57.5,
