DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,PSUN,SNOW,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WSF1,WSF2,WSF5,WSFG,WSFM
1965-01,,0,0,13,5,22,4,1,30,14,0,0,-4,8,6.9,1.21,57,3443,1229,2.63,56.8,22.2,25.4,32.7,18,10050,,,,315,315,,,,49.4,34.9
1965-02,,0,0,13,5,10,1,0,26,12,0,0,6,2,1.9,1.87,53,4481,1038,3.18,58.6,4.7,27.9,35.5,20.4,10458,,,,180,180,,,,51.7,42.1
1965-03,,0,0,12,6,6,3,0,22,3,0,0,18,3,3.7,0.52,60,5387,906,2.22,52.9,9.8,35.8,42.1,29.5,11808,,,,315,315,,,,48.3,34.9
1965-04,,0,0,12,7,1,1,0,2,0,1,0,22,1,1.6,0.61,76,6012,625,2.32,60.6,1.6,44.2,51.9,36.4,14568,,,,315,225,,,,39.1,25.9
1965-05,,28,28,6,2,0,0,0,0,0,13,1,42,0,0,0.52,92,6212,200,0.93,67.1,0,59.4,69.6,49.4,18210,,,,270,225,,,,39.1,27.1
1965-06,,182,154,10,5,0,0,0,0,0,23,4,46,0,0,1.2,91,6295,83,2.99,72,0,67.4,77.2,57.6,19758,,,,315,360,,,,43.6,28
1965-07,,371,189,7,2,0,0,0,0,0,31,2,54,0,0,0.3,93,2,2,0.55,69.4,0,71,79.7,62.3,19302,,,,225,225,,,,35.6,27.1
1965-08,,578,207,8,3,0,0,0,0,0,24,2,47,0,0,0.67,93,40,38,1.48,64.9,0,70.5,79.4,61.5,16758,,,,270,270,,,,46.1,34.9
1965-09,,644,66,9,4,0,0,0,0,0,13,0,38,0,0,1.16,89,182,141,2.01,59.7,0,62.5,69.8,55.2,13410,,,,225,225,,,,44.7,33.1
1965-10,,644,0,8,5,0,0,0,1,0,5,0,32,0,0,0.62,76,561,379,1.59,67.1,0,52.8,61.1,44.4,13800,,,,315,315,,,,46.1,34
1965-11,,644,0,12,6,0,0,0,10,0,0,0,26,0,0,0.62,68,1247,686,2.08,58,0,42.1,48.9,35.3,10260,,,,270,315,,,,57.5,42.9
1965-12,,644,0,8,5,0,1,0,18,2,0,0,13,0,1.1,0.88,63,2143,896,1.73,55.2,2.4,36.1,42.3,29.8,9396,,,,360,315,,,,42.5,31.1
1966-01,,0,0,14,7,19,6,0,23,9,0,0,6,10,7.4,1.48,61,3266,1123,5.3,53.5,26.4,28.8,35,22.5,9426,,,,315,180,,,,54.1,42.9
1966-02,,0,0,10,4,15,2,0,22,5,0,0,3,8,9,1.65,54,4211,945,3.48,55.8,12.1,31.3,37.7,24.8,9924,,,,45,45,,,,44.7,31.1
1966-03,,0,0,12,6,3,1,0,15,0,0,0,22,3,2.5,0.41,66,4995,784,1.98,61,3.3,39.7,47,32.4,13566,,,,270,270,,,,54.1,45
1966-04,,0,0,13,3,0,0,0,0,0,1,0,34,0,0,0.41,70,5569,574,1.24,54.4,0,45.9,52.4,39.3,13086,,,,315,270,,,,44.7,30
1966-05,,24,24,11,7,0,0,0,0,0,9,0,38,0,0,0.7,86,5833,264,2.66,63.3,0,57.2,65.2,49.2,17190,,,,180,225,,,,42.5,32
1966-06,,203,179,10,6,0,0,0,0,0,23,1,51,0,0,1.17,94,5881,48,3.4,63.8,0,69.4,78.3,60.4,17538,,,,315,315,,,,50.6,29.1
1966-07,,509,306,7,7,0,0,0,0,0,31,5,59,0,0,0.91,97,0,0,3.21,76.9,0,74.9,83.9,65.8,21384,,,,270,225,,,,46.1,34.9
1966-08,,704,195,9,3,0,0,0,0,0,28,3,59,0,0,0.57,92,1,1,1.26,67.8,0,71.2,78.9,63.6,17436,,,,270,315,,,,42.5,34
1966-09,,751,48,8,7,0,0,0,0,0,17,1,46,0,0,1.22,92,94,92,3.42,63.7,0,63.5,70.8,56.2,14346,,,,270,270,,,,41.4,30
1966-10,,753,1,5,4,0,0,0,1,0,6,0,32,0,0,1.13,78,422,329,2.62,69.5,0,54.4,62.7,46.1,14250,,,,315,270,,,,47.2,34.9
1966-11,,753,0,13,6,0,0,0,8,0,0,0,27,0,0,1.58,69,968,545,4.43,56.9,0,46.8,53.3,40.4,10104,,,,45,180,,,,52.8,36
1966-12,,753,0,10,5,7,4,0,21,8,1,0,14,5,4,0.85,70,1923,956,3.04,58.7,9.9,34.2,40.7,27.6,10014,,,,45,45,,,,66.7,47
1967-01,,0,0,11,7,3,0,0,20,2,0,0,7,1,0.5,1.04,62,2852,928,2.28,49,0.5,35.1,41.4,28.7,8700,,,,45,45,,,,42.5,34
1967-02,,0,0,15,7,18,5,1,25,10,0,0,-3,9,9.4,1.35,58,3933,1081,4.05,55,23.5,26.4,33.9,18.8,9828,,,,315,270,,,,59.7,50.1
1967-03,,0,0,12,7,18,4,0,21,4,0,0,6,10,9.9,1.91,64,4920,987,4.68,49.1,22.9,33.2,38.8,27.5,10956,,,,315,315,,,,40.3,29.1
1967-04,,0,0,11,10,1,1,0,6,0,3,0,27,3,2.6,0.79,75,5523,603,4.83,55.4,3.3,44.9,53,36.8,13338,,,,45,45,,,,64.4,42.9
1967-05,,0,0,13,11,0,0,0,0,0,5,0,37,0,0,2.63,77,5937,414,7.31,57.9,0,51.6,59.2,44.1,15744,,,,45,45,,,,70.2,50.1
1967-06,,124,124,13,6,0,0,0,0,0,23,3,47,0,0,1.43,94,5998,60,3.48,61.9,0,67.1,76.3,58,16956,,,,45,270,,,,44.7,29.1
1967-07,,369,245,11,6,0,0,0,0,0,31,0,56,0,0,1.03,89,0,0,2.47,48.1,0,72.9,79.5,66.3,13362,,,,225,225,,,,36.7,25.9
1967-08,,554,184,13,7,0,0,0,0,0,28,0,56,0,0,2.6,86,4,4,5.74,54.7,0,70.8,77.4,64.2,14034,,,,225,225,,,,44.7,29.1
1967-09,,599,45,6,5,0,0,0,0,0,16,0,45,0,0,1.48,83,120,115,2,76.4,0,62.7,71,54.3,17244,,,,315,315,,,,42.5,32
1967-10,,606,7,8,5,0,0,0,0,0,5,0,34,0,0,0.25,81,475,355,0.96,65.4,0,53.7,61.4,46.1,13470,,,,225,225,,,,46.1,36
1967-11,,606,0,12,8,2,1,0,11,2,0,0,21,2,2.2,0.74,68,1223,748,3.38,47.1,2.2,40.1,46,34.2,8298,,,,270,315,,,,39.1,34.9
1967-12,,606,0,10,9,6,3,0,20,4,0,0,18,5,6,1.7,58,2155,932,6.43,56.5,14.7,34.9,41,28.9,9612,,,,45,45,,,,46.1,36.9
1968-01,,0,0,13,7,25,3,3,28,13,0,0,-4,12,6.6,1.17,50,3378,1223,3.85,63.1,17.8,25.6,32.9,18.2,11088,,,,315,315,,,,46.1,36
1968-02,,0,0,5,4,3,2,0,27,13,0,0,5,1,1.9,0.43,48,4508,1130,1.15,68.8,3.4,26,33.2,18.9,12774,,,,315,315,,,,57.5,47
1968-03,,0,0,13,7,7,3,0,15,1,0,0,11,3,3.2,3.49,64,5311,803,7.85,51,6.8,39.1,46,32.2,11346,,,,45,270,,,,51.7,38
1968-04,,0,0,7,4,0,0,0,1,0,0,0,32,0,0,0.87,69,5772,461,1.72,71.4,0,49.6,56.9,42.4,17220,,,,315,135,,,,47.2,36
1968-05,,2,2,11,8,0,0,0,0,0,6,0,44,0,0,1.13,77,6051,279,3.26,57.7,0,56.1,62.9,49.3,15618,,,,45,45,,,,46.1,38
1968-06,,78,76,17,14,0,0,0,0,0,15,2,50,0,0,1.29,91,6131,80,5.65,51.9,0,64.8,71.3,58.4,14220,,,,270,225,,,,43.6,34
1968-07,,396,318,4,3,0,0,0,0,0,30,6,58,0,0,0.3,98,1,1,0.55,73.3,0,75.2,83.9,66.5,20346,,,,270,315,,,,33.3,23.9
1968-08,,584,188,8,2,0,0,0,0,0,27,2,57,0,0,0.74,93,11,10,1.63,68.9,0,70.7,78,63.4,17700,,,,360,315,,,,38,30
1968-09,,634,50,6,3,0,0,0,0,0,16,0,51,0,0,0.77,84,62,51,1.8,72.3,0,64.9,70.7,59.2,16206,,,,90,90,,,,42.5,34.9
1968-10,,669,35,6,4,0,0,0,0,0,9,0,39,0,0,1.04,85,319,256,1.85,63.7,0,57.8,64.5,51.2,13134,,,,315,315,,,,40.3,33.1
1968-11,,669,0,16,7,0,0,0,1,0,0,0,32,0,0.4,1.77,63,956,637,6.75,35,0.4,43.8,49,38.6,6174,,,,45,45,,,,57.5,53.9
1968-12,,669,0,12,8,3,2,2,22,8,0,0,-3,2,1.6,2.15,57,2014,1058,6.23,55.6,5.1,30.9,37.1,24.7,9474,,,,270,270,,,,55.3,42.9
1969-01,,0,0,7,5,0,0,0,26,11,0,0,7,0,0.7,0.76,49,3121,1107,2.26,61.3,0.9,29.3,35.2,23.4,10800,,,,270,270,,,,58.6,51
1969-02,,0,0,12,8,20,7,0,26,8,0,0,12,17,13.7,2.42,40,4117,995,7.09,41,41.3,29.4,33.9,25,7164,,,,360,360,,,,56.4,42.9
1969-03,,0,0,9,7,20,1,0,19,3,0,0,15,13,5.1,1.05,57,5035,918,2.63,52.8,6.1,35.4,41.3,29.5,11754,,,,135,135,,,,57.5,47
1969-04,,8,8,10,7,0,0,0,2,0,5,0,25,0,0,1.42,83,5474,439,4.37,68.6,0,50.6,59.4,41.8,16506,,,,90,90,,,,49.4,34.9
1969-05,,20,12,10,5,0,0,0,0,0,11,0,43,0,0,1.23,87,5689,215,1.96,62.6,0,58.4,66.6,50.3,16992,,,,225,225,,,,43.6,32
1969-06,,172,152,8,3,0,0,0,0,0,26,3,55,0,0,0.25,95,5712,23,0.64,63.4,0,69.3,77.3,61.3,17376,,,,225,225,,,,48.3,34
1969-07,,360,187,10,7,0,0,0,0,0,25,3,58,0,0,0.82,95,3,3,2.98,49.3,0,71,77.2,64.7,13770,,,,315,315,,,,40.3,28
1969-08,,651,291,8,7,0,0,0,0,0,30,4,54,0,0,0.49,93,6,3,1.89,76.7,0,74.3,83,65.6,19758,,,,315,315,,,,44.7,31.1
1969-09,,723,72,9,6,0,0,0,0,0,14,1,46,0,0,2.19,95,118,111,4.42,62.8,0,63.7,70.9,56.5,14028,,,,315,315,,,,40.3,28
1969-10,,724,1,6,5,0,0,0,2,0,5,0,30,0,0,0.79,79,451,333,1.64,66.5,0,54.3,61.5,47,13662,,,,315,270,,,,42.5,29.1
1969-11,,724,0,15,10,0,0,0,6,0,0,0,22,0,0,1.77,61,1055,604,8.19,42.6,0,44.9,50.5,39.2,7386,,,,225,225,,,,42.5,34
1969-12,,724,0,15,11,6,5,0,23,5,0,0,12,3,4.1,3.51,60,2036,980,9.74,42.9,12.6,33.4,38.8,27.9,7314,,,,45,45,,,,50.6,38
1970-01,,0,0,14,3,22,2,0,30,22,0,0,3,3,2.2,0.25,49,3337,1302,0.9,62.7,7.5,23,29.4,16.6,11028,,,,315,315,,,,50.6,34.9
1970-02,,0,0,8,7,7,2,0,24,3,0,0,7,3,5.2,1.27,58,4253,916,4.65,56.4,10.5,32.3,40.5,24.1,10092,,,,180,180,,,,68.9,57
1970-03,,0,0,13,11,9,5,0,17,0,0,0,19,7,7.3,0.74,57,5110,856,4.32,59.3,18.1,37.4,43.8,30.9,13134,,,,315,270,,,,52.8,38
1970-04,,0,0,6,5,2,0,0,2,0,4,0,28,6,0.1,1.83,75,5590,480,2.79,63.4,0.1,49,56.9,41.1,14898,,,,270,270,,,,58.6,42.9
1970-05,,23,23,10,5,0,0,0,0,0,16,1,39,0,0,1.22,92,5781,191,3.01,56.6,0,59.6,68.4,50.8,15396,,,,315,180,,,,39.1,31.1
1970-06,,137,114,13,6,0,0,0,0,0,23,1,50,0,0,1.65,90,5835,54,4.63,60.8,0,67,76,58,16680,,,,225,225,,,,34.4,25.1
1970-07,,423,286,4,4,0,0,0,0,0,31,7,58,0,0,0.66,92,0,0,1.27,63.7,0,74.2,83,65.5,17664,,,,225,225,,,,39.1,25.9
1970-08,,689,265,11,6,0,0,0,0,0,31,3,59,0,0,1.55,94,0,0,4.13,75.2,0,73.6,82.5,64.7,19374,,,,315,315,,,,44.7,25.9
1970-09,,776,87,10,6,0,0,0,0,0,20,2,48,0,0,0.64,92,70,70,2.6,57.8,0,65.6,73.9,57.3,12996,,,,315,315,,,,40.3,25.1
1970-10,,785,8,8,4,0,0,0,0,0,7,0,34,0,0,1.62,76,390,320,2.63,51.2,0,54.9,61.8,48,10524,,,,270,270,,,,49.4,32
1970-11,,785,0,15,10,0,0,0,3,0,0,0,25,0,0,0.96,63,996,606,4.09,40.5,0,44.8,50.2,39.4,7176,,,,270,270,,,,57.5,40
1970-12,,785,0,13,10,19,9,0,28,15,0,0,13,6,6.9,2.82,59,2116,1120,6.92,49.7,28,28.8,35.5,22.2,8466,,,,90,90,,,,57.5,40
1971-01,,0,0,12,6,30,5,0,31,14,0,0,2,8,4.9,0.44,46,3395,1279,1.89,65.7,12,23.7,30.9,16.6,11646,,,,270,315,,,,59.7,36
1971-02,,0,0,11,7,6,3,0,26,6,0,0,5,2,2.7,1.3,53,4363,968,5.05,55.6,8.1,30.4,36.8,24.1,9822,,,,45,45,,,,59.7,42.1
1971-03,,0,0,9,6,5,3,0,24,0,0,0,23,3,4,0.96,65,5241,878,3.08,67.9,7.4,36.7,43.4,30,15156,,,,225,225,,,,71.4,55
1971-04,,0,0,14,7,0,1,0,9,0,1,0,30,0,1.6,1.12,72,5840,599,2.92,60.7,1.9,45,53.6,36.5,14556,,,,45,45,,,,48.3,40
1971-05,,4,4,12,9,0,0,0,0,0,9,0,43,0,0,1.05,79,6133,294,3.72,47,0,55.7,63.7,47.6,12792,,,,270,225,,,,35.6,28
1971-06,,155,150,5,4,0,0,0,0,0,27,4,48,0,0,0.56,94,6160,27,1.74,78.1,0,69.1,79.2,59,21432,,,,45,45,,,,33.3,29.1
1971-07,,415,260,9,6,0,0,0,0,0,31,5,58,0,0,0.82,94,0,0,2.84,70.6,0,73.4,82.4,64.4,19632,,,,225,270,,,,35.6,30
1971-08,,679,263,7,4,0,0,0,0,0,30,3,52,0,0,0.76,93,3,3,1.59,75.5,0,73.4,82.3,64.5,19488,,,,135,225,,,,56.4,45
1971-09,,805,127,7,4,0,0,0,0,0,20,3,49,0,0,0.69,92,43,40,1.55,59,0,67.9,75.4,60.5,13224,,,,315,315,,,,30,25.1
1971-10,,819,14,5,5,0,0,0,0,0,11,0,45,0,0,1.3,86,219,176,2.16,68,0,59.8,67.2,52.4,14046,,,,315,135,,,,36.7,30
1971-11,,820,1,13,11,1,1,0,8,0,2,0,24,2,1.2,2.59,76,878,659,6.74,42.2,2.8,43.1,50,36.2,7524,,,,45,45,,,,48.3,38.9
1971-12,,820,0,15,7,4,4,0,18,3,0,0,13,2,2.7,0.82,64,1769,891,2.4,51.4,7.9,36.3,43.6,28.9,8760,,,,315,315,,,,57.5,42.1
1972-01,,0,0,14,8,9,3,0,22,8,0,0,5,2,3,0.37,59,2762,994,2.05,54.6,7.8,33,40.9,25,9696,,,,270,270,,,,55.3,49
1972-02,,0,0,13,8,15,6,1,26,7,0,0,0,9,5.8,2.4,55,3788,1026,5.29,48.9,16.5,29.6,37.5,21.8,9012,,,,315,315,,,,55.3,47
1972-03,,0,0,13,7,8,3,0,19,3,0,0,18,6,6,1.95,62,4678,889,5.37,44,12.1,36.3,42.5,30.1,9780,,,,225,135,,,,40.3,32
1972-04,,0,0,11,9,0,0,0,4,0,1,0,25,0,0.3,0.81,74,5281,603,3.34,54.8,0.4,44.9,52.3,37.5,13296,,,,315,315,,,,36.7,32
1972-05,,25,25,13,8,0,0,0,0,0,11,0,40,0,0,1.14,86,5536,256,5.26,47.2,0,57.6,65.8,49.4,12954,,,,45,45,,,,43.6,36.9
1972-06,,94,69,16,14,0,0,0,0,0,20,0,48,0,0,1.09,86,5594,57,6.76,40.5,0,65.4,72.8,57.9,11112,,,,225,90,,,,40.3,30
1972-07,,367,273,10,6,0,0,0,0,0,30,9,58,0,0,1.03,94,4,4,2.19,70,0,73.7,82,65.4,19452,,,,315,270,,,,41.4,30
1972-08,,573,205,10,5,0,0,0,0,0,31,0,54,0,0,0.18,88,9,5,0.83,65,0,71.5,80,62.9,16746,,,,225,225,,,,33.3,29.1
1972-09,,648,75,11,6,0,0,0,0,0,20,0,50,0,0,3.15,88,63,55,5.94,54,0,65.7,73.7,57.7,12198,,,,45,360,,,,46.1,34
1972-10,,648,0,10,6,0,0,0,1,0,2,0,32,0,0,1.51,72,474,410,2.98,52.4,0,51.8,59,44.5,10884,,,,270,315,,,,49.4,31.1
1972-11,,648,0,14,8,1,0,0,10,1,0,0,17,1,0.6,1.8,66,1155,681,7.03,34.8,0.6,42.3,48.2,36.3,6096,,,,135,45,,,,63.3,48.1
1972-12,,648,0,19,13,6,2,0,25,5,0,0,14,1,1.4,1,62,2148,992,6.08,21,3.3,33,38.9,27.1,3594,,,,315,270,,,,55.3,36.9
1973-01,,0,0,7,7,1,2,0,23,10,0,0,1,2,1.7,1.27,61,3189,1041,3.13,61.8,3.6,31.4,39.1,23.7,10884,,,,315,315,,,,55.3,34
1973-02,,0,0,10,3,2,1,0,23,9,0,0,3,1,1.1,1.11,54,4167,978,2.13,43.3,2.5,30.1,37.2,22.9,7836,,,,180,180,,,,60.8,44.1
1973-03,,0,0,9,4,0,0,0,6,0,0,0,26,0,0.3,0.69,67,4840,673,2.2,47.2,0.3,43.3,50.2,36.4,10518,,,,180,225,,,,49.4,36.9
1973-04,,6,6,12,7,0,0,0,3,0,7,0,31,0,0,1.36,84,5301,461,5.65,58.5,0,49.9,57.8,41.9,14106,,,,315,270,,,,54.1,40
1973-05,,24,17,13,9,0,0,0,0,0,7,0,42,0,0,0.86,87,5567,266,3.77,53.8,0,57,64.3,49.6,14604,,,,270,45,,,,42.5,30
1973-06,,199,175,13,8,0,0,0,0,0,24,3,50,0,0,1.29,97,5593,25,4.68,54,0,70,78.5,61.4,14790,,,,270,315,,,,46.1,34
1973-07,,485,286,11,8,0,0,0,0,0,31,4,59,0,0,1.73,96,0,0,4.83,63.6,0,74.2,82.3,66.2,17628,,,,315,270,,,,34.4,25.9
1973-08,,792,306,11,5,0,0,0,0,0,28,10,57,0,0,1.22,99,3,3,2.78,63.8,0,74.8,82.7,66.9,16398,,,,,315,,,,,34
1973-09,,872,80,9,4,0,0,0,0,0,17,2,43,0,0,1.03,94,103,100,1.96,71.2,0,64.3,72.3,56.4,16152,,,,315,225,,,,74.7,49
1973-10,,874,2,8,5,0,0,0,0,0,8,0,37,0,0,0.99,77,398,295,2.71,63,0,55.6,62.9,48.2,13032,,,,90,135,,,,49.4,36
1973-11,,874,0,9,6,0,0,0,5,0,1,0,30,0,0,0.55,71,975,577,1.74,50.2,0,45.8,52.1,39.5,8910,,,,270,270,,,,57.5,44.1
1973-12,,874,0,13,12,0,0,0,16,2,0,0,11,0,0,2.64,63,1764,789,7.2,40.2,0,39.6,46.7,32.4,6834,,,,180,180,,,,59.7,42.9
1974-01,,0,0,12,10,16,4,2,20,10,0,0,-3,9,7.4,0.66,63,2795,1031,3.23,48.8,16,31.7,38.8,24.7,8706,,,,315,315,,,,68.9,61.1
1974-02,,0,0,12,6,14,3,0,27,12,0,0,8,9,11.1,1.13,57,3799,1005,3.24,54.4,17.8,29.1,36.7,21.5,9702,,,,315,270,,,,62.2,45
1974-03,,0,0,11,5,0,0,0,21,1,1,0,15,0,0.1,2.07,70,4616,816,4.01,60.4,0.1,38.7,47.1,30.2,13404,,,,315,315,,,,59.7,40
1974-04,,9,9,14,9,2,1,0,2,0,8,0,27,2,3,1.01,85,5050,434,3.86,55.5,3,50.8,60,41.7,13452,,,,45,45,,,,47.2,40.9
1974-05,,30,21,14,9,0,0,0,0,0,6,0,37,0,0,0.66,89,5390,340,2.87,53.2,0,54.7,61.8,47.6,14400,,,,315,180,,,,51.7,36.9
1974-06,,106,76,11,6,0,0,0,0,0,19,2,48,0,0,0.89,93,5472,83,2.3,63.5,0,64.8,73.2,56.4,17412,,,,45,45,,,,39.1,29.1
1974-07,,337,230,9,4,0,0,0,0,0,28,4,58,0,0,0.76,95,1,1,1.54,72,0,72.4,80.7,64.1,20028,,,,315,360,,,,39.1,29.1
1974-08,,556,220,8,6,0,0,0,0,0,29,1,57,0,0,1.29,91,3,2,3.41,74.4,0,72,79.5,64.5,19254,,,,225,225,,,,41.4,34.9
1974-09,,621,65,12,9,0,0,0,0,0,15,0,39,0,0,1.93,87,109,106,7.04,56.2,0,63.6,70.7,56.5,12582,,,,315,225,,,,42.5,30
1974-10,,622,1,6,2,0,0,0,4,0,4,0,30,0,0,2.64,78,574,465,3.13,72,0,50,59.1,41,14868,,,,315,225,,,,35.6,25.9
1974-11,,625,2,11,6,2,2,0,7,0,2,0,23,2,1,0.35,77,1168,594,1.73,56.3,2,45.3,52.1,38.5,9870,,,,315,315,,,,56.4,46.1
1974-12,,625,0,12,7,5,1,0,16,1,0,0,17,3,3.3,1.63,58,2013,845,3.92,47.3,3.6,37.7,43.4,32.1,8052,,,,90,90,,,,56.4,38
1975-01,,0,0,12,9,6,0,0,19,4,0,0,11,1,0.8,1.46,62,2946,933,5.7,53.4,2.2,34.9,41.4,28.4,9450,,,,270,270,,,,51.7,40
1975-02,,0,0,11,7,14,4,0,18,7,0,0,7,8,7.6,1.34,54,3869,923,3.37,52.8,17,32,38.5,25.6,9384,,,,225,225,,,,50.6,38.9
1975-03,,0,0,16,8,2,1,0,18,1,0,0,14,1,1,0.74,57,4741,873,2.75,50.7,1.8,36.8,43.8,29.9,11322,,,,315,315,,,,51.7,36
1975-04,,0,0,8,6,1,0,0,5,0,1,0,31,1,0.4,1.4,70,5338,597,2.4,57.2,1,45.1,53,37.2,13824,,,,270,225,,,,55.3,36.9
1975-05,,56,56,8,3,0,0,0,0,0,19,1,43,0,0,0.91,90,5506,167,1.78,66.1,0,61.4,70.9,52,17976,,,,45,180,,,,38,28
1975-06,,193,136,9,5,0,0,0,0,0,21,3,49,0,0,1.06,94,5568,62,2.1,63,0,67.5,74.9,60.1,16140,,,,135,135,,,,40.3,32
1975-07,,530,337,6,6,0,0,0,0,0,31,7,56,0,0,1,95,0,0,2.35,77.9,0,75.9,84.5,67.3,21564,,,,225,225,,,,39.1,31.1
1975-08,,784,254,10,6,0,0,0,0,0,27,4,53,0,0,2.26,102,9,9,5.52,70.4,0,72.9,80.4,65.4,18132,,,,360,360,,,,36.7,33.1
1975-09,,824,40,12,6,0,0,0,0,0,18,0,46,0,0,1.67,81,84,74,5.49,57.8,0,63.9,71.2,56.5,13068,,,,225,225,,,,41.4,28
1975-10,,832,8,10,9,0,0,0,0,0,9,0,34,0,0,1.97,78,332,248,4.41,59.8,0,57.3,64.8,49.7,12360,,,,135,315,,,,38,27.1
1975-11,,835,4,8,6,0,0,0,0,0,5,0,33,0,0.1,1.59,76,731,400,5.13,57.1,0.1,51.8,59.4,44.2,10128,,,,225,225,,,,46.1,32
1975-12,,835,0,15,9,11,3,0,21,4,0,0,4,14,10.1,1.48,66,1681,950,4.81,53.9,19.3,34.4,42.3,26.4,9192,,,,315,315,,,,46.1,34.9
1976-01,,0,0,16,11,11,3,2,29,14,0,0,-4,10,6.7,1.01,56,2886,1205,5.3,52.4,15,26.1,34.1,18.1,9222,,,,270,270,,,,58.6,44.1
1976-02,,0,0,10,5,3,0,0,18,4,0,0,12,1,0.9,0.75,63,3690,804,2.45,59.9,1.4,37.3,46.1,28.4,11094,,,,315,270,,,,62.2,42.9
1976-03,,0,0,14,5,8,6,0,15,4,1,0,18,5,3.5,0.62,72,4431,740,2.41,66.1,10.8,41.1,49.5,32.8,14826,,,,315,315,,,,54.1,42.1
1976-04,,42,42,8,5,0,0,0,2,0,10,1,24,0,0,0.69,94,4771,340,2,66.7,0,55.1,65,45.2,16020,,,,315,315,,,,40.3,34.9
1976-05,,66,24,12,7,0,0,0,0,0,15,0,44,0,0,0.51,83,4943,172,1.99,74.8,0,60.2,69.4,51,20328,,,,225,225,,,,47.2,34
1976-06,,334,268,8,2,0,0,0,0,0,28,11,53,0,0,0.26,95,4961,18,0.58,74.7,0,73.3,82.8,63.9,20556,,,,270,225,,,,44.7,29.1
1976-07,,580,246,12,8,0,0,0,0,0,29,3,58,0,0,2.1,93,1,1,4.31,69,0,72.9,80.8,65,19230,,,,270,270,,,,34.4,25.9
1976-08,,807,226,13,11,0,0,0,0,0,28,2,49,0,0,2.25,93,13,12,8,70.8,0,71.9,80.1,63.7,18216,,,,180,180,,,,54.1,40
1976-09,,862,56,10,5,0,0,0,0,0,22,0,46,0,0,0.57,88,73,60,1.57,67.9,0,64.9,73.8,55.9,15252,,,,225,225,,,,34.4,25.9
1976-10,,869,7,10,6,0,0,0,3,0,4,0,28,0,0,1.85,77,474,401,4.16,54.5,0,52.3,59.5,45.1,11226,,,,270,225,,,,56.4,36
1976-11,,869,0,3,2,1,1,0,12,1,0,0,23,1,1,0.32,66,1167,694,0.64,59.5,1,41.9,48.7,35,10488,,,,315,315,,,,44.7,33.1
1976-12,,869,0,9,7,10,3,0,29,9,0,0,6,12,11.3,1.14,59,2284,1117,3.36,55.2,17.2,29,37.2,20.7,9408,,,,315,225,,,,57.5,46.1
1977-01,,0,0,11,5,31,4,0,31,17,0,0,3,18,13.8,1.71,47,3579,1295,4.42,66.5,23.3,23.2,29.8,16.7,11526,,,,315,270,,,,50.6,38.9
1977-02,,0,0,12,8,25,2,0,22,7,0,0,9,7,3.7,0.7,48,4539,960,2.41,57.1,6,30.7,36.7,24.8,10116,,,,270,270,,,,48.3,38
1977-03,,1,1,13,9,3,2,0,10,0,3,0,27,9,9.4,1.23,81,5170,631,4.76,60.9,10.7,44.7,52.6,36.8,13530,,,,45,45,,,,63.3,59.9
1977-04,,13,12,9,4,0,0,0,4,0,8,0,26,0,0,1.29,88,5592,421,4.07,71.5,0,51.3,61.2,41.4,17166,,,,315,315,,,,52.8,38.9
1977-05,,103,90,6,3,0,0,0,0,0,19,2,35,0,0.5,2.29,92,5755,164,3.52,78.7,0.5,62.6,73,52.2,21444,,,,90,45,,,,57.5,44.1
1977-06,,222,118,10,7,0,0,0,0,0,25,1,50,0,0,0.66,90,5802,46,2.5,66.9,0,67.4,75.8,59,18390,,,,45,225,,,,46.1,34.9
1977-07,,528,307,7,4,0,0,0,0,0,30,9,57,0,0,1.19,102,0,0,2.21,77.4,0,74.9,84.1,65.7,21504,,,,315,360,,,,58.6,46.1
1977-08,,792,264,12,8,0,0,0,0,0,29,5,56,0,0,0.69,95,4,4,2.91,67.8,0,73.4,82.3,64.4,17454,,,,225,225,,,,47.2,38
1977-09,,864,72,13,9,0,0,0,0,0,19,1,47,0,0,1.54,92,94,90,4.03,53,0,64.4,71.1,57.7,11964,,,,225,225,,,,48.3,38
1977-10,,870,6,12,10,0,0,0,0,0,5,0,37,0,0,0.87,77,401,307,4.63,52.1,0,55.3,62.1,48.5,10656,,,,45,45,,,,44.7,36
1977-11,,870,0,10,7,0,0,0,3,0,0,0,29,0,0.7,1.08,67,908,507,2.54,30.3,0.7,48.1,53.6,42.6,5340,,,,315,270,,,,55.3,36.9
1977-12,,870,0,16,13,4,3,0,19,8,0,0,5,2,1.5,1.35,55,1862,954,6.2,46.1,5.2,34.2,40.7,27.7,7842,,,,315,45,,,,50.6,38.9
1978-01,,0,0,15,9,24,5,0,28,15,0,0,10,26,21,2.05,58,2996,1134,8.13,49.7,35.9,28.4,35.6,21.3,8856,,,,270,225,,,,68.9,53.9
1978-02,,0,0,4,2,28,2,0,28,9,0,0,3,29,19,1.93,44,4059,1063,2.87,68.4,27.2,27,34,20.1,12168,,,,45,45,,,,79.4,61.1
