DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,WDF1,WDF2,WDF5,WDFG,WDFM,WSF1,WSF2,WSF5,WSFG,WSFM
2009-06,8.1,193,153,12,6,0,0,0,0,0,25,3,46,0,0,0.69,95,7845,74,2.87,0,67.7,76.6,58.7,,280,290,,,,30,40,,
2009-07,8.1,357,164,12,4,0,0,0,0,0,29,0,53,0,0,0.92,89,9,9,2.18,0,70,79.4,60.5,,320,280,,,,28,39,,
2009-08,7.8,515,158,10,8,0,0,0,0,0,27,1,49,0,0,2.08,90,30,20,6.43,0,69.4,78,60.9,,250,240,,,,30,43,,
2009-09,6.3,619,104,3,1,0,0,0,0,0,27,0,39,0,0,0.37,84,88,58,0.46,0,66.5,76,57,,290,280,,,,40.9,54,,
2009-10,8.9,619,0,17,10,1,1,0,6,0,0,0,26,1,2.5,1.38,64,764,676,5.59,2.8,43.2,49.1,37.3,,220,220,,,,32,43,,
2009-11,6.9,619,0,7,1,0,0,0,15,0,0,0,24,0,0,0.1,64,1433,669,0.38,0,42.7,51,34.4,,290,290,,,,31.1,43,,
2009-12,8.7,619,0,10,6,23,6,5,31,27,0,0,-5,11,5.2,0.56,47,2913,1480,1.83,20.9,17.3,23.2,11.4,,330,340,,,,29.1,43,,
2010-01,7.6,0,0,6,1,31,1,11,31,24,0,0,-15,11,2.2,0.23,36,4523,1610,0.45,3.1,13,20,6.1,,130,10,,,,28,45,,
2010-02,6.5,0,0,9,3,28,5,1,28,21,0,0,0,17,4.7,0.23,38,5792,1269,0.75,13.9,19.7,28.1,11.3,,110,290,,,,23,33,,
2010-03,8.1,0,0,6,2,10,0,0,14,0,2,0,19,12,0,0.27,76,6536,744,0.69,0,41,50,32,,170,170,,,,25.9,33,,
2010-04,9.2,0,0,9,4,0,0,0,1,0,6,0,32,0,0,0.73,81,6838,302,2.32,0,54.9,65.5,44.3,,170,260,,,,29.1,38,,
2010-05,8.5,88,88,11,6,0,0,0,1,0,18,2,32,0,0,0.61,95,7059,221,2.5,0,60.7,70.5,50.9,,270,270,,,,36.9,49,,
2010-06,8.1,229,141,16,10,0,0,0,0,0,26,1,52,0,0,2.15,91,7072,13,6.26,0,69.3,77.5,61,,330,20,,,,38,48,,
2010-07,7.4,578,349,11,10,0,0,0,0,0,31,5,61,0,0,0.8,94,0,0,3.03,0,76.3,85.4,67.1,,80,330,,,,36.9,45,,
2010-08,8.5,950,372,6,5,0,0,0,0,0,31,9,56,0,0,2.47,96,0,0,4.91,0,77,86.2,67.8,,260,360,,,,31.1,40,,
2010-09,9.2,958,7,10,7,0,0,0,0,0,14,0,41,0,0,1.98,80,151,151,5.53,0,60.2,68.9,51.6,,140,260,,,,34.9,47,,
2010-10,7.6,974,17,5,3,0,0,0,3,0,9,0,28,0,0,0.67,87,508,358,1.61,0,54,64.1,44,,240,240,,,,42.9,62,,
2010-11,9.6,974,0,11,4,11,2,0,18,7,0,0,6,4,7.7,0.98,69,1400,892,2.07,9.9,35.3,42.5,28.1,,320,330,,,,25.9,41,,
2010-12,8.3,974,0,12,6,31,6,3,31,27,0,0,-8,19,16.3,1.16,42,2907,1506,2.8,33.6,16.4,22.4,10.4,,360,20,,,,30,44,,
2011-01,7.2,0,0,16,4,31,8,9,31,31,0,0,-16,14,4.2,0.25,32,4549,1642,1.02,17.1,12,18.3,5.8,,320,350,,,,29.1,46,,
2011-02,9.2,0,0,8,3,28,3,9,28,20,0,0,-11,15,11.8,0.85,52,5844,1295,1.13,16.1,18.7,27,10.5,,280,270,,,,31.1,43,,
2011-03,8.3,0,0,11,5,25,3,1,26,9,0,0,-3,11,4.1,1.14,53,6946,1102,2.06,8.2,29.4,37.4,21.5,,280,280,,,,34.9,43,,
2011-04,10.7,0,0,12,6,2,1,0,6,0,1,0,30,1,1.3,1.46,76,7510,564,2.8,1.9,46.2,55.1,37.3,,70,50,,,,33.1,45,,
2011-05,10.3,29,29,16,9,0,0,0,1,0,13,0,32,0,0,1.74,88,7744,233,4.04,0,58.4,67.2,49.6,,270,260,,,,32,45,,
2011-06,9.6,198,169,11,7,0,0,0,0,0,24,4,52,0,0,1.29,103,7776,33,5.28,0,69.5,78.7,60.3,,250,240,,,,34.9,47,,
2011-07,7.4,626,428,10,8,0,0,0,0,0,31,10,61,0,0,1.84,99,0,0,5.23,0,78.8,87.9,69.7,,340,350,,,,36,46,,
2011-08,6.7,892,266,9,4,0,0,0,0,0,31,0,58,0,0,1.42,88,0,0,3.04,0,73.6,82.4,64.8,,300,300,,,,36,49,,
2011-09,7.8,983,91,5,1,0,0,0,0,0,17,3,36,0,0,0.2,94,154,154,0.36,0,62.9,72.5,53.3,,320,310,,,,36.9,53,,
2011-10,8.7,1035,52,5,2,0,0,0,2,0,10,0,31,0,0,0.54,88,505,351,0.7,0,55.3,64.9,45.8,,170,170,,,,34.9,43,,
2011-11,8.9,1035,0,3,1,3,1,0,16,2,0,0,16,3,3,0.21,64,1278,773,0.3,3,39.2,47,31.5,,280,200,,,,31.1,39,,
2011-12,7.8,1035,0,10,3,8,2,0,28,12,0,0,5,4,4.2,0.37,52,2432,1153,1,7.3,27.8,34.4,21.2,,320,310,,,,32,43,,
2012-01,9.4,0,0,8,1,17,2,4,29,17,0,0,-11,2,1.9,0.15,52,3725,1293,0.37,4.6,23.3,30.8,15.8,,310,310,,,,33.1,48,,
2012-02,8.7,0,0,7,3,7,2,0,29,10,0,0,1,3,2.2,0.7,46,4806,1081,1.71,6.1,27.7,34.8,20.6,,110,100,,,,38,45,,
2012-03,9.8,15,15,12,4,6,0,0,9,2,8,0,8,2,0.8,0.58,80,5338,532,1.4,1.3,48.3,57.5,39.1,,320,210,,,,34.9,49,,
2012-04,10.3,15,0,13,7,0,0,0,3,0,5,0,27,0,0,1.19,75,5787,449,3.05,0,50,59.6,40.5,,310,330,,,,30,44,,
2012-05,9.2,93,77,15,11,0,0,0,0,0,18,2,46,0,0,2.58,93,5905,118,9.34,0,63.7,73.5,53.8,,280,170,,,,44.1,58,,
2012-06,8.5,323,231,9,7,0,0,0,0,0,29,8,46,0,0,1.15,93,5917,11,3.59,0,72.3,82.3,62.3,,260,260,,,,36.9,54,,
2012-07,7.4,794,470,9,6,0,0,0,0,0,31,14,64,0,0,1.69,102,0,0,4.91,0,80.2,89.9,70.4,,10,10,,,,36.9,46,,
2012-08,6.9,1015,221,10,3,0,0,0,0,0,30,4,50,0,0,0.73,93,5,5,1.38,0,72,82.1,61.8,,280,280,,,,45,55,,
2012-09,7.4,1107,93,3,1,0,0,0,0,0,21,3,36,0,0,0.19,95,132,127,0.3,0,63.9,76.2,51.5,,320,320,,,,36.9,48,,
2012-10,8.5,1107,0,7,3,0,0,0,9,0,4,0,25,0,0,0.75,78,674,542,1.3,0,47.5,56.4,38.6,,280,320,,,,30,39,,
2012-11,8.3,1107,0,7,2,1,0,0,18,5,0,0,10,1,0.5,0.31,69,1511,837,0.63,0.8,37.1,45.6,28.6,,280,280,,,,36,45,,
2012-12,7.4,1107,0,9,2,24,3,1,28,19,0,0,0,9,10.5,0.95,55,2801,1291,1.64,15,23.4,30.6,16.2,,320,340,,,,25.9,35,,
2013-01,9.4,0,0,7,2,15,1,7,30,19,0,0,-12,3,3,0.49,41,4292,1490,0.86,4.6,16.9,25,8.9,,280,280,,,,45,55,,
2013-02,8.3,0,0,11,2,28,6,4,28,19,0,0,-13,9,4.2,0.62,39,5580,1288,1.33,15.2,19,26.1,11.8,,320,320,,,,25.9,36,,
2013-03,8.7,0,0,8,6,29,3,0,29,15,0,0,5,13,5.4,0.61,56,6751,1171,2.04,13.8,27.2,34.6,19.8,,320,320,,,,29.1,37,,
2013-04,10.7,2,2,18,10,11,3,0,15,0,5,0,19,7,6.4,1.02,81,7473,722,5.22,18,41,48.6,33.4,,320,320,,,,29.1,37,,
2013-05,9.8,50,47,18,13,0,0,0,1,0,13,1,32,0,0.5,1.47,98,7728,254,6.24,0.5,58.3,67.6,49,,340,290,,,,33.1,44,,
2013-06,8.1,211,161,13,7,0,0,0,0,0,24,1,50,0,0,2.5,91,7772,44,5.17,0,68.9,77.1,60.7,,320,290,,,,45,61,,
2013-07,8.5,527,317,7,3,0,0,0,0,0,30,7,53,0,0,2.79,94,8,8,3.52,0,74.9,84,65.9,,340,330,,,,28,37,,
2013-08,6.7,828,301,4,2,0,0,0,0,0,31,7,56,0,0,1.33,97,8,0,2.07,0,74.7,84.2,65.3,,310,310,,,,35.1,47,,
2013-09,8.9,957,129,8,5,0,0,0,0,0,24,3,44,0,0,0.47,94,72,64,1.35,0,67.2,77.1,57.2,,270,260,,,,30,39,,
2013-10,8.7,959,2,15,6,0,0,0,6,0,6,0,26,0,0,0.9,78,565,493,3,0,49.2,57.1,41.2,,320,250,,,,31.1,40,,
2013-11,10.1,959,0,5,3,0,0,0,21,6,0,0,7,0,0.7,0.18,56,1517,951,0.52,1.1,33.3,41.2,25.4,,280,140,,,,30,41,,
2013-12,8.1,959,0,15,4,28,5,11,31,24,0,0,-13,9,4.1,0.52,47,3142,1625,1.46,16,12.6,20.1,5.1,,350,360,,,,29.1,40,,
2014-01,10.3,0,0,14,5,31,6,20,31,24,0,0,-23,16,6.4,0.44,40,4906,1764,1.43,22.7,8.1,18.6,-2.3,,310,290,,,,36.9,47,,
2014-02,9.4,0,0,7,3,28,4,16,28,25,0,0,-14,24,8.4,0.83,44,6479,1573,1.41,18.4,8.8,17.7,0,,310,300,,,,33.1,43,,
2014-03,9.8,0,0,7,2,26,2,3,30,14,0,0,-15,21,2.3,0.44,60,7699,1219,0.82,4.7,25.7,34,17.3,,280,270,,,,32,41,,
2014-04,12.3,0,0,15,12,2,2,0,11,0,2,0,18,6,5,1.76,74,8367,668,6.27,7,42.7,51.4,34.1,,80,80,,,,38,45,,
2014-05,9.2,50,50,10,5,0,0,0,0,0,13,0,36,0,0,2.25,87,8615,249,4.56,0,58.6,67.9,49.3,,320,290,,,,32,38,,
2014-06,9.2,206,156,14,9,0,0,0,0,0,27,0,49,0,0,4.13,85,8638,22,11.37,0,69.5,77.9,61,,160,160,,,,55,68,,
2014-07,9.2,416,210,9,5,0,0,0,0,0,30,2,54,0,0,1.03,92,7,7,2.28,0,71.5,80.6,62.5,,160,160,,,,36.9,47,,
2014-08,7.4,674,258,12,7,0,0,0,0,0,31,0,56,0,0,0.68,89,7,0,2.9,0,73.3,81.8,64.8,,10,20,,,,38,48,,
2014-09,8.7,735,61,8,4,0,0,0,0,0,18,0,39,0,0,0.24,86,138,130,0.92,0,62.7,72.2,53.2,,300,300,,,,31.1,40,,
2014-10,9.4,735,0,6,3,0,0,0,3,0,1,0,26,0,0,0.78,72,629,491,1.75,0,49.2,58.4,40,,350,270,,,,30,39,,
2014-11,11,735,0,12,3,17,3,1,24,17,0,0,-4,4,2.6,0.28,56,1812,1183,0.87,9.4,25.6,32.5,18.7,,300,310,,,,33.1,42,,
2014-12,8.7,735,0,10,4,23,1,4,27,20,0,0,-7,4,3.4,0.22,51,3071,1259,0.86,5.6,24.4,29.7,19,,320,260,,,,25.9,32,,
2015-01,9.4,0,0,8,1,26,1,9,31,20,0,0,-11,5,3,0.15,45,4492,1421,0.35,5.5,19.1,25.9,12.4,,300,310,,,,31.1,43,,
2015-02,10.3,0,0,10,1,20,1,12,28,26,0,0,-11,2,1.5,0.13,36,5995,1503,0.36,4.9,11.3,19.6,3,,310,310,,,,36,46,,
2015-03,9.8,0,0,5,4,6,3,2,22,6,1,0,-7,4,3.1,0.2,70,6908,913,0.67,6.8,35.5,45.4,25.8,,300,310,,,,36.9,48,,
2015-04,11.4,0,0,12,6,0,0,0,5,0,7,0,27,0,0.2,0.65,84,7366,458,2.43,0.3,49.7,59.9,39.6,,250,290,,,,35.1,46,,
2015-05,10.1,25,25,15,7,0,0,0,0,0,15,0,37,0,0,0.72,84,7571,204,3.55,0,59.2,68.5,49.9,,220,220,,,,38,50,,
2015-06,8.1,176,150,12,7,0,0,0,0,0,27,1,52,0,0,0.95,92,7580,9,4.4,0,69.7,78.7,60.7,,90,100,,,,32,38,,
2015-07,8.9,436,261,9,7,0,0,0,0,0,31,1,54,0,0,2.83,90,2,2,7.32,0,73.3,82.4,64.3,,310,310,,,,45,60,,
2015-08,9.2,629,193,10,6,0,0,0,0,0,28,2,51,0,0,0.92,94,18,16,2.99,0,70.7,79.2,62.2,,160,160,,,,35.1,47,,
2015-09,8.5,777,148,13,8,0,0,0,0,0,23,0,43,0,0,2.37,89,79,61,4.65,0,67.9,76.4,59.3,,160,160,,,,30,38,,
2015-10,9.2,783,6,10,6,0,0,0,1,0,3,0,31,0,0,0.94,85,486,407,2.62,0,52.1,61,43.1,,270,270,,,,35.1,45,,
2015-11,10.3,783,0,8,7,4,2,0,13,4,2,0,14,3,3.8,1.73,71,1194,708,4.52,5.1,41.4,49.1,33.7,,260,300,,,,33.1,48,,
2015-12,9.4,783,0,13,7,13,3,0,26,11,0,0,7,5,3.4,0.63,47,2271,1077,2.32,9.5,30.3,35.2,25.4,,360,360,,,,30,39,,
2016-01,8.9,0,0,11,0,31,1,9,31,23,0,0,-14,6,1.2,0.08,43,3737,1466,0.32,4.1,17.7,24.2,11.2,,320,320,,,,25.9,33,,
2016-02,10.1,0,0,9,2,19,1,1,26,13,0,0,-6,8,8.8,0.51,58,4895,1158,1.09,12.2,25.1,31.9,18.2,,300,300,,,,33.1,44,,
2016-03,9.6,0,0,12,6,2,2,0,17,2,2,0,13,3,3.7,0.85,70,5630,735,2.27,5.4,41.3,49.4,33.2,,270,290,,,,33.1,44,,
2016-04,11.9,7,7,12,7,0,0,0,10,0,7,0,20,0,0.5,0.65,80,6144,515,2.84,0.5,48.1,56.9,39.3,,320,310,,,,40,49,,
2016-05,8.7,73,66,9,8,0,0,0,0,0,18,1,34,0,0,0.59,92,6325,180,2.43,0,61.3,71.1,51.5,,120,310,,,,31.1,38,,
2016-06,9.8,270,196,11,8,0,0,0,0,0,29,4,50,0,0,1.49,96,6332,7,4.48,0,71.3,80.5,62.1,,320,320,,,,40.9,52,,
2016-07,8.7,586,317,12,8,0,0,0,0,0,31,6,52,0,0,2.17,97,1,1,5.09,0,75.2,84,66.3,,50,320,,,,38.9,49,,
2016-08,7.4,848,261,12,10,0,0,0,0,0,29,2,56,0,0,1.53,91,4,2,7.83,0,73.3,81.9,64.8,,270,260,,,,32,40,,
2016-09,9.4,933,85,14,7,0,0,0,0,0,24,0,46,0,0,1.88,84,56,52,5.47,0,66.1,74,58.2,,20,30,,,,36,46,,
2016-10,8.9,935,2,11,6,0,0,0,0,0,8,0,36,0,0,1.01,76,433,376,3.41,0,52.9,61.1,44.7,,310,330,,,,29.1,39,,
2016-11,8.3,935,0,8,4,2,1,0,8,2,2,0,22,2,1.7,0.97,73,1059,627,2.98,2.3,44.1,52,36.3,,340,320,,,,38.9,59,,
2016-12,11,935,0,8,6,22,5,6,28,17,0,0,-20,9,5.1,0.97,43,2423,1363,2.14,15.8,21,27,15,,220,210,,,,35.1,47,,
2017-01,8.7,0,0,11,5,26,3,7,27,19,0,0,-9,4,2.2,0.23,42,3785,1362,0.98,8.4,21.1,27.2,14.9,,310,300,,,,25.9,35,,
2017-02,10.5,0,0,3,1,0,0,0,24,8,0,0,1,0,0.3,0.61,63,4729,944,0.64,0.3,31.3,40.2,22.4,,320,320,,,,30,41,,
2017-03,11.2,0,0,10,2,5,1,0,20,9,0,0,5,3,3.4,0.24,65,5688,959,0.69,4.7,34.1,42.1,26,,280,280,,,,40.9,60,,
2017-04,9.8,0,0,14,11,1,0,0,2,0,5,0,32,1,0.5,1,73,6124,436,4.45,0.5,50.5,59.3,41.6,,180,190,,,,33.1,44,,
2017-05,9.6,20,20,14,7,0,0,0,0,0,14,0,35,0,0,1.81,84,6345,221,4.81,0,58.5,67.7,49.3,,300,330,,,,31.1,43,,
2017-06,9.4,223,203,11,8,0,0,0,0,0,28,5,49,0,0,1.82,96,6358,13,4.23,0,71.3,81.3,61.4,,300,300,,,,55,69,,
2017-07,7.6,543,320,8,5,0,0,0,0,0,31,5,58,0,0,1.17,96,0,0,3.12,0,75.3,84.8,65.8,,360,10,,,,33.1,44,,
2017-08,7.8,667,124,16,11,0,0,0,0,0,29,0,54,0,0,1.94,89,9,8,6.76,0,68.7,77,60.4,,150,150,,,,36,43,,
2017-09,9.2,804,137,6,3,0,0,0,0,0,21,4,46,0,0,0.41,94,78,69,1.04,0,67.2,77,57.5,,350,350,,,,36,50,,
2017-10,9.8,804,0,10,8,0,0,0,5,0,7,0,27,0,0.1,2.18,78,502,424,4.5,0.1,51.3,59.6,43.1,,330,320,,,,30,41,,
2017-11,9.6,804,0,7,0,0,0,0,24,2,0,0,11,0,0.5,0.09,60,1426,924,0.39,0.6,34.2,42.2,26.2,,300,310,,,,33.1,46,,
2017-12,9.4,804,0,10,2,27,2,6,31,24,0,0,-16,3,2.1,0.37,57,2851,1425,0.8,6.5,19,25.4,12.7,,290,280,,,,32,44,,
2018-01,9.2,0,0,5,4,30,4,11,30,20,0,0,-14,11,12.4,1.03,47,4347,1496,1.55,20.4,16.8,25,8.5,,340,340,,,,32,39,,
2018-02,8.5,0,0,9,5,28,4,8,28,21,0,0,-7,10,6,0.51,47,5717,1370,1.33,15.9,16.1,25.2,6.9,,160,140,,,,28,36,,
2018-03,9.6,0,0,8,4,21,4,0,28,2,0,0,12,6,3.6,0.38,52,6724,1007,1.19,8.8,32.5,40.3,24.7,,110,110,,,,36,46,,
2018-04,9.6,4,4,8,6,18,6,0,20,8,2,0,8,11,11.1,0.79,84,7549,825,2.22,26.1,37.6,47.4,27.8,,50,30,,,,33.1,45,,
2018-05,8.3,157,153,14,7,0,0,0,0,0,26,6,44,0,0,0.89,100,7615,66,3,0,67.8,78.3,57.3,,260,260,,,,38,62,,
2018-06,9.4,389,231,12,8,0,0,0,0,0,30,3,56,0,0,1.1,99,7616,1,3.78,0,72.7,80.9,64.5,,320,320,,,,30,42,,
2018-07,7.8,698,309,9,4,0,0,0,0,0,31,4,58,0,0,2.13,95,0,0,4.44,0,75,84.2,65.8,,330,310,,,,35.1,50,,
2018-08,7.4,983,285,8,5,0,0,0,0,0,30,5,52,0,0,1.05,92,7,7,2.83,0,73.9,82.9,65,,330,330,,,,36,49,,
2018-09,8.7,1105,122,11,8,0,0,0,0,0,19,2,36,0,0,3.28,92,125,118,6.88,0,65.1,73.3,57,,320,330,,,,42.9,55,,
2018-10,9.4,1105,0,14,9,0,0,0,8,0,2,0,28,0,0.3,1.04,79,721,596,3.41,0.3,45.8,53.3,38.3,,290,300,,,,38.9,61,,
2018-11,9.6,1105,0,13,6,7,1,0,24,15,0,0,6,2,1.4,0.3,51,1821,1100,1.45,4.1,28.3,34.2,22.5,,320,320,,,,28,37,,
2018-12,8.3,1105,0,8,3,20,2,0,30,19,0,0,6,4,2.3,0.95,46,3032,1210,1.54,6.7,26,31.7,20.2,,20,30,,,,29.1,45,,
2019-01,9.4,0,0,5,2,10,2,10,30,22,0,0,-28,5,2.6,0.23,47,4599,1567,0.45,6.8,14.4,21.9,7,,310,270,,,,36,49,,
2019-02,8.9,0,0,15,7,27,9,10,28,25,0,0,-12,19,9.1,0.6,39,6055,1456,2.57,39,13,21.3,4.7,,310,300,,,,38,48,,
2019-03,9.2,0,0,7,5,19,3,3,26,9,0,0,-13,21,5.6,0.57,64,7183,1128,2,10.6,28.6,37.2,20,,310,310,,,,29.1,40,,
2019-04,10.1,0,0,10,7,4,2,0,10,0,5,0,24,6,4.6,1.1,78,7747,564,3.91,9.8,46.2,55.2,37.2,,80,90,,,,38,51,,
2019-05,9.2,19,19,15,9,0,0,0,0,0,9,0,35,0,0,1.83,88,8057,310,6.68,0,55.6,65.4,45.9,,80,20,,,,31.1,44,,
2019-06,8.5,174,155,10,7,0,0,0,0,0,29,1,48,0,0,1.03,90,8068,11,2.72,0,69.8,79.2,60.3,,40,40,,,,36.9,51,,
2019-07,7.6,495,321,13,9,0,0,0,0,0,31,3,59,0,0,2.02,95,0,0,6.48,0,75.4,83.8,67,,40,250,,,,31.1,52,,
2019-08,7.8,682,187,12,10,0,0,0,0,0,31,0,53,0,0,1.74,88,1,1,6.29,0,71,79.4,62.6,,120,120,,,,36,52,,
2019-09,9.6,793,112,12,9,0,0,0,0,0,20,0,45,0,0,1.24,88,62,61,3.92,0,66.7,74.7,58.7,,110,110,,,,36,45,,
2019-10,10.5,793,0,14,6,0,0,0,6,0,2,0,23,0,0,1.06,73,647,586,4.06,0,46.1,53.1,39.1,,280,240,,,,29.1,48,,
2019-11,9.6,793,0,14,6,4,3,0,26,10,0,0,5,7,7.2,0.66,46,1670,1022,2.28,14.4,30.9,36.3,25.5,,350,360,,,,33.1,46,,
2019-12,8.3,793,0,7,5,31,4,5,30,15,0,0,-5,8,4.9,0.62,44,2963,1293,1.83,11.3,23.3,30.5,16.1,,340,200,,,,25.9,37,,
2020-01,8.7,0,0,12,4,31,3,5,31,21,0,0,-9,9,4.7,0.35,38,4336,1373,0.98,9.7,20.7,27.4,14,,320,330,,,,33.1,44,,
2020-02,8.9,0,0,4,2,29,2,4,29,18,0,0,-12,10,4.8,0.38,46,5605,1269,0.59,7.5,21.3,29.9,12.6,,360,240,,,,25.9,38,,
2020-03,9.6,0,0,10,5,4,0,0,22,0,0,0,20,4,0.8,1.07,61,6450,845,2.41,1.3,37.7,45.2,30.2,,340,320,,,,30,47,,
2020-04,10.3,0,0,10,2,2,1,0,12,1,3,0,19,5,6.6,0.83,74,7045,595,1.8,7.3,45.2,55.4,34.9,,320,300,,,,35.1,48,,
2020-05,9.4,32,32,9,7,0,0,0,0,0,13,0,34,0,0,2.47,81,7273,228,4.85,0,58.7,67.1,50.3,,170,330,,,,29.1,46,,
2020-06,9.6,269,237,13,8,0,0,0,0,0,30,5,53,0,0,2.37,96,7276,3,6.72,0,72.8,82.9,62.8,,330,320,,,,38.9,55,,
2020-07,7.4,613,344,10,9,0,0,0,0,0,30,7,57,0,0,0.51,93,2,2,3.19,0,76,85.2,66.8,,330,330,,,,36.9,55,,
2020-08,8.1,864,250,13,8,0,0,0,0,0,31,3,54,0,0,1.27,92,2,0,3.98,0,73.1,82.2,64,,280,300,,,,42.9,64,,
2020-09,8.5,913,49,11,3,0,0,0,0,0,18,0,38,0,0,0.25,85,163,161,0.89,0,61.3,70.3,52.2,,290,320,,,,35.1,54,,
2020-10,9.6,916,3,11,3,3,1,0,14,3,4,0,16,7,7.9,0.79,80,829,666,2.41,9.3,43.6,51,36.2,,310,310,,,,36,52,,
2020-11,9.2,918,2,7,4,7,2,0,22,3,5,0,13,6,5.5,0.62,75,1621,792,1.29,8.8,38.7,47,30.3,,320,320,,,,35.1,49,,
2020-12,8.1,918,0,7,2,8,2,2,31,14,0,0,-5,9,8.7,0.48,52,2849,1228,0.76,12.4,25.4,33,17.8,,330,320,,,,36,58,,
2021-01,7.6,0,0,7,3,31,2,0,30,17,0,0,1,10,4.1,0.32,39,4174,1326,0.88,7.8,22.2,28.3,16.2,,320,280,,,,30,43,,
2021-02,8.5,0,0,10,2,28,2,13,28,19,0,0,-19,8,2.1,0.19,47,5664,1489,0.53,5.9,11.8,18.8,4.8,,300,210,,,,25.9,43,,
2021-03,10.1,0,0,8,5,6,1,0,21,1,1,0,13,6,2.9,0.94,73,6420,757,2.82,4,40.6,50.1,31.1,,270,270,,,,32,48,,
2021-04,9.4,1,1,12,7,0,0,0,6,0,5,0,20,0,0.3,0.68,85,6941,521,2.5,0.5,47.7,57.1,38.2,,330,320,,,,31.1,46,,
2021-05,8.5,64,63,11,6,0,0,0,0,0,15,0,36,0,0,0.98,87,7155,213,3.28,0,60.2,70,50.4,,280,280,,,,31.1,47,,
2021-06,8.5,423,358,5,5,0,0,0,0,0,29,12,51,0,0,0.7,99,7160,5,2.06,0,76.8,87.4,66.1,,240,250,,,,40,61,,
2021-07,7.4,769,346,6,2,0,0,0,0,0,30,10,54,0,0,0.43,96,6,6,0.87,0,76,86.1,65.9,,230,240,,,,28,43,,
2021-08,8.3,1049,280,11,9,0,0,0,0,0,31,4,56,0,0,1.59,91,6,0,6.88,0,74,83,65,,310,310,,,,33.1,52,,
2021-09,8.1,1133,84,6,5,0,0,0,0,0,25,1,44,0,0,0.82,90,45,40,1.48,0,66.5,76.6,56.3,,300,300,,,,36.9,65,,
2021-10,8.1,1153,20,8,4,0,0,0,1,0,13,0,31,0,0,0.68,79,357,312,1.89,0,55.6,63.8,47.3,,130,140,,,,36,52,,
2021-11,9.6,1153,0,5,2,1,1,0,23,3,0,0,14,1,1.2,0.41,67,1195,838,0.85,1.2,37.1,44.7,29.4,,330,330,,,,36.9,54,,
2021-12,9.6,1153,0,15,8,23,6,1,28,17,0,0,-7,12,11,0.68,58,2448,1253,1.96,21.5,24.6,32.6,16.6,,280,270,,,,38.9,61,,
2022-01,9.6,0,0,8,3,31,4,14,31,26,0,0,-17,9,3.7,0.25,42,4127,1679,0.65,10.5,10.8,20.4,1.3,,280,300,,,,30,44,,
2022-02,10.5,0,0,10,2,28,3,11,28,18,0,0,-9,8,5.1,0.39,44,5537,1411,0.78,10.4,14.6,24.7,4.5,,300,290,,,,38.9,61,,
2022-03,10.7,0,0,9,5,16,1,1,25,8,0,0,-1,6,3.3,0.88,65,6564,1026,2.95,5.1,31.9,39.5,24.3,,310,310,,,,36.9,52,,
2022-04,13.4,0,0,15,11,1,1,0,15,0,1,0,22,1,1,0.91,74,7282,718,3.99,1.6,41.1,48.6,33.5,,260,260,,,,36.9,59,,
2022-05,10.3,63,63,13,4,0,0,0,0,0,18,2,39,0,0,1.94,92,7469,186,3.34,0,61,70.7,51.3,,260,240,,,,36.9,61,,
2022-06,10.1,314,251,10,6,0,0,0,0,0,30,8,51,0,0,0.36,101,7479,10,1.13,0,73,83.1,63,,240,250,,,,32,52,,
2022-07,8.7,664,351,10,4,0,0,0,0,0,31,4,59,0,0,0.38,95,0,0,1.19,0,76.3,85.3,67.3,,240,310,,,,32,52,,
2022-08,8.1,897,232,9,9,0,0,0,0,0,31,3,56,0,0,0.95,95,0,0,4.28,0,72.5,81.4,63.6,,200,260,,,,38.9,62,,
2022-09,8.5,1013,116,4,1,0,0,0,0,0,24,1,37,0,0,0.11,92,87,87,0.24,0,66,75.8,56.1,,320,300,,,,30,46,,
2022-10,8.9,1023,10,4,0,0,0,0,5,0,10,0,23,0,0.4,0.08,80,506,419,0.24,0.4,51.8,62.1,41.5,,150,140,,,,30,50,,
2022-11,10.1,1023,0,12,6,10,2,0,22,9,2,0,10,7,8.4,0.81,76,1402,896,2.41,13,35.1,42.4,27.9,,270,250,,,,38.9,56,,
2022-12,9.8,1023,0,12,5,31,6,6,29,19,0,0,-12,12,7.4,0.52,39,2856,1454,1.82,19.8,18.1,24.4,11.8,,320,320,,,,33.1,48,,
2023-01,8.1,0,0,11,5,31,4,3,31,23,0,0,-8,16,8.8,0.65,37,4241,1385,2.26,22.4,20.3,26.1,14.6,,300,300,,,,30,43,,
2023-02,8.7,0,0,8,7,28,4,3,27,13,0,0,-13,13,6.5,0.68,45,5467,1226,2.39,15.6,21.2,30.1,12.3,,300,300,,,,30,48,,
2023-03,10.1,0,0,13,6,25,4,0,31,8,0,0,7,11,5.3,1.41,45,6578,1111,2.73,15.5,29.1,36.6,21.7,,320,340,,,,31.1,44,,
2023-04,11.9,26,26,10,6,3,1,0,12,0,5,0,22,8,3.2,0.66,88,7179,601,2.39,3.8,45.8,54.4,37.3,,100,260,,,,33.1,50,,
